markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank
WDR46	2.905913673468e-05	1823.25202020202	450.52490234375	2.28571428571429	600	19	22	0.0630299275878434	1041	1662	-0.0488602388072332	1728.14610705596	125807	0.19606512890095	454.545454545455
NR3C1	3.188169376323e-05	2468.93412698413	906.62890625	2.28571428571429	1848	25	46	0.0785764273963397	4696	8252	0.52162802429811	2279.69685055166	843926	0.0230418370556779	51.1079894644425
SERPINA5	2.51265742486712e-05	1624.02622655123	323.37255859375	1.8	110	7	6	0.0501750035468149	379	276	-0.140665445665446	1558.75905961101	12931	0.21551724137931	31.4285714285714
POLR2I	3.17974263024357e-05	2288.33650793651	775.8330078125	1.8	2631	34	57	0.0993362855987827	3644	8568	0.219433757870572	2114.20762018157	1290409	0.0585796929804583	539.569872958258
LGALS3	2.49423928297844e-05	1847.85595238095	466.33203125	1.8	116	8	3	0	1157	288	-0.137483660130719	1764.8055408889	28366	0.132731958762887	8.28571428571428
RPL34	3.157657153324e-05	2098.12579365079	638.697265625	2.77777777777778	3206	46	51	0.0844323848327554	2628	8962	-0.063752628946365	1959.49527553624	1864865	0.186333569572407	2682.98196078431
CHMP4B	2.82968722639948e-05	1945.6380952381	533.880859375	2.75	255	11	12	0.0788383131562831	1815	782	0.191942058785774	1844.37301999481	75861	0.0991596638655462	65.625
PIH1D1	2.23302770731127e-05	1975.075	554.251953125	2.71428571428571	183	5	4	0	1971	386	-0.488384687208217	1881.6293794291	72336	0.232894736842105	54.9
TIMM10	1.88175592028471e-05	1581.00202020202	295.14892578125	2.64102564102564	28	4	2	0	174	76	0.118997668997669	1529.43163221361	4709	0.293333333333333	5.6
CAPZB	2.50636488112959e-05	2136.52936507937	669.3642578125	2.64102564102564	442	7	2	0	2942	974	0.00380999926778619	2015.87412637031	194344	0.108673469387755	19.6444444444444
SET	2.87023504340575e-05	2186.80317460317	705.6376953125	2.77777777777778	534	11	7	0.0387870074129426	3327	1308	-0.00333579546434692	2056.21495259463	229985	0.0702262693156733	26.7
AVPR2	2.67769699308049e-05	1987.74642857143	563.2685546875	1.8	656	9	6	0.0501750035468149	1854	1402	-0.525485340569777	1880.63295161184	171141	0.227659574468085	102.044444444444
SPTBN1	2.89205956561587e-05	2284.87698412698	776.6767578125	1.8	730	13	2	0	3943	1700	-0.139508333611239	2146.6355874575	320491	0.0702247191011236	6.08333333333333
MRPS10	3.01722644096555e-05	1822.31746031746	445.857421875	1.8	2620	40	59	0.0948802000702207	934	8662	0.175038186669082	1717.12683206914	338305	0.401914626490898	1615.48801870251
MCM4	3.03412786632379e-05	2106.88174603175	647.412109375	2	929	20	27	0.0569836874831703	2737	2560	0.0208590188183238	1976.05439054078	417209	0.0905349794238683	492.290598290598
HNRNPK	2.96833091934814e-05	2268.7876984127	764.296875	2.76	808	14	7	0.0387870074129426	3762	2036	0.0509010471862805	2128.06426725591	389690	0.0595809523809524	46.1714285714286
TAL1	2.80175981837376e-05	2140.71031746032	672.9736328125	2.76	471	10	5	0	3089	1098	-0.175709526292112	2016.23177914981	203222	0.0947390484175225	42.2692307692308
UBE3A	3.01913507992847e-05	2138.07976190476	669.69921875	2.8	898	18	16	0.0390103296531754	2924	2348	-0.0507196801697191	2006.76122196716	368008	0.0888752052545156	58.5652173913043
CDK2	3.20796411217903e-05	2400.81150793651	855.0400390625	2.42857142857143	2280	27	66	0.080508975433387	4315	11532	0.582212632877827	2209.57551718774	1083490	0.0281220948249148	213.872633390706
AP2A2	3.07399089356259e-05	2241.49126984127	742.91796875	2.42857142857143	905	21	27	0.0529134240915153	3642	2740	0.142263618767087	2105.82381499463	411549	0.0551365739273718	179.05376344086
YIPF6	1.06726297777025e-05	1627.50717893218	325.10986328125	2.75	58	1	1	0	343	116	-0.96551724137931	1567.09903748035	11406	1	NA
RBBP8	2.80967066493654e-05	2089.0876984127	635.3603515625	2	376	10	7	0.0387870074129426	2743	908	-0.140720894782057	1974.13209185978	177405	0.0987825124515772	38.5641025641026
WASL	3.00248897590324e-05	2174.60793650794	695.1533203125	2	754	15	20	0.0403117041108741	3124	2014	0.0701262536535642	2045.62926161933	356382	0.0701822037983226	166.893280632411
DSN1	2.88488750085928e-05	1831.04523809524	457.4443359375	2	497	14	14	0.0365668403068096	1136	1266	-0.103156346286503	1731.93867349427	159767	0.188314251875247	208.301470588235
RPL4	3.17364311455262e-05	2295.36865079365	779.6728515625	2.33333333333333	3677	47	56	0.0962977149556349	3793	10660	0.0247313288010603	2135.82333483687	2112298	0.0944879832810867	2564.77979431337
PDLIM4	1.8638954119237e-05	1703.19011544012	370.83837890625	2.33333333333333	41	3	1	0	520	88	-0.588578088578089	1640.10518112282	8569	0.333333333333333	0
SRSF11	3.01136571429829e-05	1969.14523809524	550.140625	2.84615384615385	788	19	23	0.0638404235815228	1788	2082	-0.106071042066265	1854.90954199719	337864	0.12891809908999	189.99209486166
TWIST1	1.73356982129813e-05	1779.24761904762	421.7734375	2.02702702702703	70	3	1	0	893	146	-0.411657559198543	1702.92336739893	28310	0.333333333333333	0
RBBP7	3.11395535088627e-05	2307.38611111111	791.162109375	2.02702702702703	1298	19	38	0.0828063981455556	3887	4156	0.31402446627284	2146.14911618069	569155	0.0416445623342175	183.051282051282
PABPN1	3.14603365605341e-05	2127.69246031746	660.736328125	2.02702702702703	2102	33	43	0.0804592786749731	2782	6184	0.0460724654100171	1984.26609861713	1014180	0.111654441727791	658.20202020202
SREBF2	2.71855537693277e-05	2116.59285714286	655.78125	2.02702702702703	439	10	7	0.0775740148258852	2888	1010	-0.193612390258341	1993.52503245272	190748	0.0995305164319249	53.2121212121212
RHNO1	1.0595827165614e-05	1651.45003607504	339.66455078125	2.02702702702703	33	1	1	0	406	66	-0.939393939393939	1590.2561921021	14575	1	NA
SERPINA10	1.00035737388911e-05	1379.77864357864	186.550048828125	2.02702702702703	13	1	1	0	66	26	-0.846153846153846	1343.8048434396	1000	1	NA
STAMBP	2.85537733840206e-05	2236.63531746032	741.5947265625	2.02702702702703	714	10	9	0.0764779545510625	3556	1668	-0.00888272671595443	2099.2885801899	343504	0.0747844827586207	71.4
JAM3	1.47026556005609e-05	1458.72106782107	226.885498046875	2.02702702702703	24	3	2	0	92	60	-0.0271062271062271	1415.72264301375	2358	0.346153846153846	4
PURA	1.9426070200131e-05	1945.45357142857	534.9951171875	2.02702702702703	161	4	2	0	1861	334	-0.480992325068361	1849.65638020833	72193	0.280797101449275	26.8333333333333
HUWE1	2.94572593648491e-05	2136.43928571429	669.58984375	2.02702702702703	865	16	15	0.0868995613776964	2970	2036	-0.322157586298624	2006.12357011722	360596	0.115489874110564	113.071895424837
POLR2A	3.23353052554246e-05	2489.23174603175	917.2236328125	2.02702702702703	3700	37	101	0.0804704327318031	4589	19390	0.589173340088711	2271.76731169039	1778451	0.0267938645716423	261.067556296914
PSME1	2.98068205665813e-05	2005.22103174603	574.6337890625	2.02702702702703	774	19	20	0.0739047908699359	2104	2010	-0.152777522668635	1895.56458500133	230679	0.161568289530375	435.584415584416
GATA3	2.40597318422793e-05	1797.42857142857	433.208984375	2.02702702702703	81	6	2	0	932	204	-0.072704373203724	1718.84094621574	27279	0.158986175115207	3.85714285714286
ATP6V0B	1.88623625608469e-05	1496.69491341991	247.3271484375	2.02702702702703	122	9	11	0.0547010257795201	97	354	0.0588613712755589	1447.45883431832	4860	0.403636363636364	82.0727272727273
PLSCR4	2.27605412679536e-05	1829.67857142857	453.9130859375	2.02702702702703	122	5	2	0.314253343630457	1015	264	-0.580002542588355	1750.34482333734	23336	0.210909090909091	24.4
HNRNPA3	3.14235409727307e-05	2166.89722222222	687.9150390625	2.76811594202899	1791	30	41	0.0850942568194825	3088	5474	0.106913788949667	2028.97496875558	852266	0.0976265114196149	424.084566596194
HIST1H3C	2.74161401323834e-05	2100.50079365079	643.2314453125	2.6231884057971	417	9	6	0	2704	966	-0.0528141496312332	1983.57341339105	185825	0.0992537313432836	37.9090909090909
NCBP2	3.18123409233061e-05	2263.15555555556	756.58984375	2.6231884057971	2732	37	56	0.0926865506447986	3530	9004	0.215439938895629	2098.59078150391	1299716	0.0685156651258346	669.880225988701
ITGB3BP	2.65167219750976e-05	1938.87619047619	529.5859375	2.71428571428571	268	8	3	0	1645	608	-0.397384315380447	1838.46520205779	110732	0.135149572649573	14.8888888888889
FANCG	2.77635584938366e-05	2035.57936507937	596.841796875	2.81818181818182	353	9	9	0.0764779545510625	2309	916	0.122406335132953	1924.78046136648	150981	0.0910836762688614	43.7047619047619
SERP1	1.48413940094163e-05	1576.23336940837	292.36572265625	2.6	29	2	1	0	218	60	-0.704761904761905	1526.35033712091	3370	0.5	0
NDUFB3	2.72211808419407e-05	1689.80205627706	362.1748046875	1.66666666666667	518	17	18	0.0801115097722985	432	1378	-0.146335424265727	1617.32399738138	35401	0.409539473684211	396.830409356725
PIGU	2.60616038426088e-05	2194.44007936508	711.0947265625	2.4	650	8	4	0	3321	1390	-0.329470157274629	2068.56616549565	319189	0.1325	57.7777777777778
POU2AF1	2.36656098904612e-05	1896.07976190476	499.14453125	1.5	124	6	2	0.314253343630457	1456	290	-0.0434860320402489	1809.8306790674	55363	0.155339805825243	5.9047619047619
YWHAB	3.21265509311772e-05	2505.31150793651	929.203125	1.5	1885	22	45	0.0728424244825758	4880	13670	0.74961706979121	2309.25156465903	903599	0.0157909090909091	29.7030303030303
OSM	1.81182681352433e-05	1613.74011544012	316.10986328125	1.5	40	3	2	0	341	86	-0.464646464646465	1556.45339250007	8328	0.461538461538462	13.3333333333333
EIF3M	3.11210752457259e-05	2140.5626984127	670.0205078125	2.61111111111111	2110	32	35	0.0606923847011617	2931	5552	-0.122768293805333	2006.05274492498	1151469	0.146526107259092	1441.51651651652
HMGA2	2.32840019683269e-05	2093.83531746032	639.236328125	2.61111111111111	346	5	2	0	2783	712	-0.83230687488883	1983.15803434315	158408	0.232302405498282	34.6
LIMA1	2.17466216433932e-05	2156.88174603175	684.3095703125	2.61111111111111	494	4	3	0	3106	1000	-0.914942822234072	2039.16899336085	250217	0.292464114832536	164.666666666667
PPP2R5E	2.58664450619141e-05	1960.32023809524	544.87890625	2.61111111111111	232	8	7	0.0775740148258852	1908	520	-0.442764572951128	1860.49716774172	92082	0.165922619047619	82.8571428571429
RPSA	3.19456989362256e-05	2254.74841269841	749.130859375	2.65217391304348	4033	49	69	0.0857913283449905	3550	13036	0.158128218804847	2092.17732611657	2296609	0.0992431457069821	2361.37424547284
PRSS23	2.71377701330319e-05	1898.57186147186	499.16357421875	2.71428571428571	127	8	1	4	1360	436	0.343190221084958	1812.94888647821	33648	0.0729013254786451	0
CFL1	2.78419767295315e-05	2221.86865079365	730.6650390625	1.88888888888889	640	9	4	0	3456	1436	-0.0908059827477016	2090.40703406666	281952	0.0875088214537756	41.025641025641
HNF1A	2.82751538858594e-05	2175.7126984127	697.4970703125	1.88888888888889	516	12	5	0.068033073723357	3284	1188	-0.3407752659441	2051.7600924388	217106	0.0930976114350198	33.0769230769231
TSG101	2.97724969067791e-05	2207.80674603175	720.5712890625	1.88888888888889	640	13	13	0.0275895487513653	3489	1786	0.191447646283659	2070.45051741729	275047	0.0555606407322654	73.3596837944664
CAMK2D	2.60548200553314e-05	2253.34365079365	754.1845703125	2.4	660	8	3	0	3740	1376	-0.653158684008827	2123.37234678625	300573	0.141086956521739	70.7142857142857
PARK7	2.295042197403e-05	1936.21785714286	529.0576171875	2.4	190	5	2	0	1771	400	-0.61375442086649	1836.6824191098	67362	0.217964071856287	19
BCL2A1	2.0533985283952e-05	2034.34841269841	595.9736328125	2.55555555555556	266	4	2	0	2245	552	-0.151866256144331	1931.71660717321	133761	0.20395256916996	26.6
COIL	3.0072600108181e-05	2163.94404761905	687.111328125	2.33333333333333	520	12	2	0.942760030891371	3092	2032	0.507801313510825	2030.49757004002	186506	0.0367088607594937	4.19354838709677
GPKOW	2.80338910929431e-05	1968.28888888889	550.943359375	2.33333333333333	619	12	12	0.0473029878937698	1843	1370	-0.553306736871709	1857.2134008825	288615	0.193805874840358	187.575757575758
RPL37	3.15557953104989e-05	2129.27103174603	661.087890625	1.8	3093	44	48	0.0794140435476342	2832	8636	-0.0493146541821719	1987.38917841279	1774607	0.163494623655914	2380.9787755102
COL4A1	2.89200879116656e-05	2001.11746031746	571.8701171875	1.8	364	11	14	0.0731336806136192	2003	1070	0.201255107370472	1891.58906754552	85104	0.0748733759083902	34.0584795321637
NDUFV1	2.81308319424651e-05	1729.6996031746	386.9609375	1.8	809	24	32	0.0582308510157745	571	2610	0.166662879085999	1646.95063911191	54055	0.315340909090909	533.352822580645
IDH3B	2.17823190381423e-05	1960.14404761905	545.0419921875	1.8	164	4	2	0	1928	348	-0.286018437411399	1862.38754506719	69452	0.203921568627451	16.4
FGF1	2.34817581781434e-05	1743.55836940837	396.74658203125	1.8	86	6	2	0.314253343630457	662	214	-0.1115755703991	1673.28594145709	20220	0.173302107728337	4.09523809523809
SERBP1	2.31412034857427e-05	2058.40793650794	612.9501953125	1.8	279	6	3	0	2459	588	-0.446799957347625	1954.50756741882	114529	0.176470588235294	37.2
LEO1	2.88762752064293e-05	1976.23650793651	556.099609375	2.33333333333333	510	12	16	0.0975258241329384	1933	1260	-0.105095688073624	1864.46528415803	234715	0.130274261603376	153
GNG5	3.10923591006942e-05	1948.5380952381	532.7646484375	2.33333333333333	931	15	41	0.0790160956180909	1486	4024	0.52034636071915	1828.46711288454	226314	0.0718494271685761	113.68362627197
NOV	2.48091296364599e-05	1889.39924242424	494.94970703125	2.77777777777778	140	7	2	0	1412	322	-0.322067780600612	1801.56766011414	36573	0.163265306122449	6.66666666666667
SOD3	4.46488880571797e-06	997.339091464091	46.6814575195312	1.5	3	1	1	0	3	6	-0.333333333333333	982.067508944157	16	1	NA
SDHAF2	1.91663269222058e-05	1864.28452380952	478.42578125	1.5	126	3	1	0	1274	258	-0.769927536231884	1778.83868140125	53192	0.333333333333333	0
BCLAF1	2.23328416220848e-05	2077.66626984127	626.7666015625	1.5	321	5	1	1	2525	662	-0.420296256830263	1970.43534348233	153006	0.205960264900662	0
AHCTF1	2.6989526875458e-05	1871.275	484.47265625	2.71428571428571	250	9	10	0.064138862685067	1416	590	-0.313874823840119	1774.94905194765	84297	0.17910447761194	72.2222222222222
COL1A1	2.96634505863313e-05	1998.6746031746	569.8876953125	2.9	379	12	18	0.0640892078178388	2005	1264	0.299438414768295	1888.00651249335	96630	0.0673150266971777	43.4426877470356
C6	2.23243349169517e-05	1980.06626984127	558.353515625	2.77777777777778	230	5	2	0.314253343630457	1956	480	-0.446842744383728	1880.5707099123	86756	0.21871921182266	23
NOTCH3	2.54215089553804e-05	1892.575	496.52734375	1.5	155	6	9	0.0509853030340417	1418	382	-0.0451151662830682	1806.09147833826	56919	0.155982905982906	51.6666666666667
PABPC1	3.19385494157158e-05	2449.77817460317	892.0625	1.5	3518	39	62	0.0873382186448829	4589	11728	0.263567789989718	2264.7048226385	1883254	0.0465336361669911	877.250639386189
PPP2R5C	2.86241970137381e-05	2161.85436507936	687.603515625	1.5	518	11	14	0.0487557870757461	3194	1246	-0.148064363416577	2036.31895068807	218937	0.0836666666666667	123.333333333333
TWISTNB	2.57886278973241e-05	1912.29523809524	513.078125	1.8	292	8	8	0.0620682809648148	1635	640	-0.465943865538186	1809.54249864654	128612	0.197222222222222	166.857142857143
EIF4G2	2.28940101311473e-05	1796.77619047619	433.0146484375	1.8	143	5	4	0.0987551639829222	962	306	-0.573888888888889	1718.3731212387	67813	0.365333333333333	57.2
HIP1R	3.04367032363995e-05	2142.55198412698	672.1259765625	1.8	755	19	27	0.0569836874831703	3026	2212	0.07556945102745	2016.08870281011	327129	0.0753155390026898	215.099715099715
SMARCC2	2.92764516873079e-05	2183.45992063492	703.083984375	2.75	659	12	17	0.0881353840517773	3290	1624	-0.0607423674957024	2051.38972526084	318283	0.0764635603345281	116.294117647059
SNIP1	2.84656848178179e-05	2165.50357142857	691.0341796875	2.625	604	11	9	0.0509853030340417	3145	1418	-0.161901308203349	2030.7152710768	239533	0.0823446327683616	86.2857142857143
IL18RAP	1.41017382860819e-05	1587.67142857143	300.193359375	2.8	16	2	1	0	282	34	-0.532467532467532	1534.63630962027	3687	0.545454545454545	0
LSM4	3.12003308506912e-05	2117.94880952381	654.01953125	2.8	1875	31	35	0.0659699833708279	2779	5310	0.0157514475041835	1980.73845295779	885996	0.124320652173913	699.519230769231
MED4	2.66909815247815e-05	1855.91507936508	472.044921875	2.25	220	10	10	0.064138862685067	1287	530	-0.320859736869589	1771.5733616013	68727	0.3	176
DOK1	3.01680583510038e-05	2198.44444444444	712.7998046875	2.71428571428571	1044	18	20	0.0806234082217482	3181	2688	-0.0456463785225065	2059.04638353385	459247	0.0754928315412186	128.636666666667
PDGFRA	2.7768916535575e-05	2034.00198412698	595.1416015625	1.8	299	9	9	0.0254926515170208	2294	754	-0.0718544935627476	1928.89687012017	126832	0.09727492238703	38.3333333333333
CACNB3	1.8066103886172e-05	1527.77860750361	264.30615234375	1.8	29	4	4	0	140	70	-0.154761904761905	1481.19086596111	2767	0.390625	14.5
CSNK1A1	2.97878162245231e-05	2226.59166666667	733.58984375	1.8	753	12	9	0.0509853030340417	3480	1968	0.133024374164442	2088.17919223843	351584	0.059721300597213	48.8961038961039
NUP43	2.92256684339028e-05	1891.92976190476	498.10546875	1.8	401	13	18	0.0881226607495283	1433	1108	0.00250559648564176	1786.1076918241	125755	0.107463524130191	112.699346405229
ULK1	2.34879307288005e-05	1805.48575036075	437.18017578125	1.8	95	6	1	1	900	220	-0.266797002280873	1730.61992507538	26543	0.175105485232068	0
CRMP1	2.69104752499699e-05	1957.01865079365	541.228515625	1.8	205	7	4	0	1801	542	0.139251207336668	1859.7664386476	61447	0.0981953290870488	9.31818181818182
ARCN1	3.00693639279443e-05	1894.04285714286	496.6162109375	2.45454545454545	631	18	27	0.0651242142664804	1334	2018	0.190356033041711	1793.26655305182	119877	0.13030303030303	282.113756613757
AXL	2.87274780847887e-05	2185.9626984127	704.7236328125	2.71428571428571	710	13	11	0.0547010257795201	3226	1630	-0.184488712113589	2055.54549072098	349901	0.0941256830601093	94.6666666666667
KIF2A	3.04466768380759e-05	2053.60198412698	609.6650390625	2.45454545454545	1050	25	25	0.0601704885632204	2426	2802	-0.109238451945059	1928.76591989138	380805	0.129947817233041	580.34188034188
TRIB3	2.1060628242107e-05	1837.25995670996	459.32763671875	2.81818181818182	95	4	2	0	1109	202	-0.556776556776557	1758.14363068164	27998	0.264880952380952	15.8333333333333
CCL8	2.23653847154797e-05	1738.1630952381	394.6728515625	2.27272727272727	99	5	1	1	741	218	-0.470033495441844	1665.29245918936	23351	0.296666666666667	0
VHL	3.22505750671448e-05	2528.92341269841	946.390625	2.27272727272727	2551	31	20	0.0403117041108741	4847	17092	0.714547786258756	2312.35274488259	1224592	0.0174830832597823	30.2120100083403
GRASP	1.06812853441018e-05	1693.48614718615	364.40478515625	2.8	59	2	1	0	468	120	-0.464912280701754	1631.90913007266	13691	0.5	0
STAT1	2.98075783537337e-05	2174.14007936508	695.0869140625	2.09090909090909	637	14	12	0.126141301050053	3176	1736	0.112484629934715	2046.36597399791	274284	0.0650728987993139	60.6666666666667
COL13A1	1.48041632873037e-05	1457.07027417027	227.312255859375	2.09090909090909	19	2	1	0	133	40	-0.571428571428571	1412.0286275192	2582	0.535714285714286	0
TLR4	2.63638287456418e-05	1901.15238095238	502.7255859375	1.66666666666667	186	7	3	0	1449	482	0.126488394231535	1809.19680326042	67285	0.111989459815547	13.5272727272727
C4BPB	1.40655712223942e-05	1419.07745310245	206.639892578125	1.66666666666667	14	2	1	0	78	30	-0.466666666666667	1378.86005484239	1250	0.555555555555556	0
DYNC1I2	2.86678214285146e-05	1957.69166666667	542.05078125	1.66666666666667	283	10	13	0.0551790975027305	1840	806	0.0996941011606412	1855.57586049246	93138	0.1	58.9583333333333
APOA1	2.8663927362307e-05	1921.9424963925	515.59716796875	1.66666666666667	270	9	11	0	1442	1242	0.625710066298599	1818.51897842924	47252	0.0460950080515298	10
NMI	2.67447053722629e-05	2133.13293650794	667.251953125	1.57142857142857	421	8	3	0	2997	952	-0.16988594955365	2012.09079320113	182761	0.101515151515152	15.3090909090909
PTGIR	2.70241476347813e-05	1801.15198412698	437.2177734375	1.57142857142857	621	10	8	0.0620682809648148	874	1332	-0.670959389005299	1708.04232422521	133385	0.301485148514851	96.6
CCL23	1.04883219298918e-05	1553.08614718615	281.75439453125	1.57142857142857	25	1	1	0	303	50	-0.92	1498.06074347482	6437	1	NA
CALM1	3.19093515125701e-05	2478.82658730159	912.654296875	1.57142857142857	1766	23	25	0.0740559859239636	4810	9082	0.620963900687416	2293.86960558718	798268	0.0206459705236751	24.8194594594595
KRT19	2.20135240633616e-05	1780.72976190476	420.71484375	1.57142857142857	53	5	2	0	851	126	-0.280021938845468	1710.92240522718	15847	0.214285714285714	5.3
RBL1	2.95157311833516e-05	2134.95753968254	668.2333984375	2	703	14	19	0.0805145132160418	2948	1748	-0.114005361409815	2005.41554316369	333164	0.0886699507389163	180.888888888889
CCNE2	2.51939551807246e-05	1951.11071428571	538.4638671875	2.90909090909091	294	7	7	0.0775740148258852	1768	630	-0.548489221719531	1850.86136807818	133794	0.206030150753769	98
MMP9	2.87979103056351e-05	1881.27622655123	489.16552734375	2	278	10	10	0.064138862685067	1283	936	0.344377038906867	1782.3539523212	56046	0.0765432098765432	20.4842105263158
MRPS16	2.94314744025615e-05	1765.28928571429	410.41796875	2	1395	27	33	0.0640478272269879	729	3846	-0.0526419516129249	1676.19823593616	181095	0.421150278293135	750.340909090909
TLR1	2.2273608624491e-05	1668.40519480519	348.87353515625	2.88888888888889	43	4	4	0.0987551639829222	447	116	0.0466874628639335	1607.03218507834	8843	0.216049382716049	8.6
PCBP1	3.05596664077669e-05	2284.95436507936	775.6572265625	2.84615384615385	1349	20	19	0.0658755108131251	3809	3628	0.0675051237739614	2132.05673333083	608700	0.061776791196335	191.470967741935
FBLN1	2.80939372159823e-05	1939.4667027417	529.06201171875	2.73913043478261	261	9	3	0	1588	704	0.0523434067444957	1838.64367072224	53121	0.0831608005521049	14.3406593406593
NIF3L1	2.7544755957833e-05	1973.57976190476	553.33984375	2.75	261	8	1	4	1837	704	0.16211618787546	1867.46784106221	69399	0.0766951942067149	0
TAPBP	1.84968939743281e-05	1678.43733766234	355.24658203125	2.8	45	3	2	0	465	96	-0.583068783068783	1617.37003301833	8808	0.369369369369369	15
CCL11	2.11200560166473e-05	1740.54642857143	396.017578125	2.9	93	4	2	0	740	198	-0.626898326898327	1669.05898249324	29534	0.395454545454545	15.5
HBEGF	2.25956458477289e-05	1748.40757575758	400.93701171875	2.69230769230769	78	5	2	0	753	176	-0.428070175438596	1675.90160743253	18173	0.236065573770492	15.6
TNFSF13B	1.23839322829294e-05	1418.06832611833	205.22900390625	2.89473684210526	8	2	1	0	54	18	-0.2	1379.86459117511	1045	0.5	0
ATXN7L3	2.86548184535964e-05	1903.83412698413	504.7548828125	2.71428571428571	302	12	15	0.10862445172212	1486	910	0.194042651759034	1805.17342821743	100426	0.103384841795438	73.0326797385621
UQCRFS1	1.85553731244468e-05	1511.59841269841	256.2890625	2.59420289855072	40	5	5	0.068033073723357	150	100	-0.14469696969697	1462.99966528489	3301	0.538461538461538	40
NUP85	3.01410723507012e-05	2075.31071428571	625.0029296875	2.59420289855072	735	18	21	0.0681218545914215	2472	2022	-0.00373663266605498	1947.87439580405	253071	0.0814917127071823	154.45652173913
RFC2	2.40659390857628e-05	1978.54329004329	559.01513671875	2.59420289855072	309	6	6	0.0501750035468149	2044	648	-0.574403910801177	1870.60323939953	139006	0.232718894009217	247.2
RPL41	1.05967252575513e-05	1735.43333333333	392.8125	2.59420289855072	36	1	1	0	703	72	-0.944444444444444	1667.00240567975	14128	1	NA
TAF9B	3.02976800468441e-05	2045.81746031746	604.8173828125	2.59420289855072	736	16	25	0.0601704885632204	2312	2122	0.122811995055309	1915.95387261018	309128	0.079041248606466	174.375384615385
COL3A1	2.4291765095134e-05	1797.89567099567	432.63037109375	2.59420289855072	116	6	3	0	920	288	-0.0069429674268384	1720.61058624031	27784	0.1609375	8.28571428571428
PIGG	1.25611244993995e-06	1.5	1.75	2.59420289855072	3	1	1	0	2	6	-0.333333333333333	1.33333333333333	4	1	NA
HSDL2	1.07762887386293e-05	1894.50396825397	499.8916015625	2.59420289855072	149	1	1	0	1470	298	-0.986577181208054	1803.74084185131	54727	1	NA
JUN	3.11922950846985e-05	2292.84246031746	780.6025390625	2.76363636363636	1043	19	30	0.0716847540227732	3843	3726	0.368143507907235	2133.49769083468	444000	0.0350300459526334	64.869512195122
CENPP	3.05351645126812e-05	1897.62662337662	500.27294921875	2.76363636363636	992	22	30	0.0614440748766628	1369	2854	0.0465743231812803	1789.08828715365	332012	0.167888307155323	611.163218390805
PDE4D	2.65988033491597e-05	2216.12817460317	726.8291015625	2.47826086956522	710	9	3	0	3409	1492	-0.572792226970279	2086.79878071174	334652	0.141432641432641	39.4444444444444
CANX	2.84251457599894e-05	2007.02936507936	574.3095703125	2.21739130434783	231	9	5	0.068033073723357	2022	804	0.414374664288457	1907.52799785148	57699	0.0578947368421053	6.75438596491228
MRGBP	2.62325543055048e-05	1869.61547619048	481.7294921875	2.86666666666667	166	6	8	0.0620682809648148	1337	422	0.00388879998719816	1780.90152322447	53482	0.148076923076923	33.2
MAML2	2.24110411092492e-05	1900.42341269841	501.892578125	2.21739130434783	117	5	2	0	1491	254	-0.471998732974343	1817.18136173207	43330	0.242222222222222	11.7
GFM1	2.9375395076684e-05	1752.60476190476	402.171875	2.80722891566265	1665	32	32	0.0582308510157745	667	4322	-0.216719960019042	1665.29245918936	213603	0.515467171717172	1416.59274193548
PSMA1	3.14357371545545e-05	2208.81746031746	718.076171875	2.85542168674699	1702	31	46	0.0869356218002056	3274	5954	0.250978820316423	2056.81039600376	531298	0.0624265179959798	695.483921568627
VRK3	1.05792816998492e-05	1751.86706349206	401.9814453125	1.5	36	1	1	0	684	72	-0.944444444444444	1686.89716185726	15426	1	NA
HNRNPL	2.81681853267582e-05	2031.4746031746	594.419921875	1.5	340	13	6	0.0501750035468149	2321	836	-0.235361675306614	1921.2660693153	158820	0.107023411371237	30.5128205128205
BECN1	1.40489618927226e-05	1576.04963924964	292.93017578125	1.5	18	3	1	0	252	48	0.23956043956044	1523.81249161951	3550	0.25	0
MFAP2	1.73251679190382e-05	1378.1917027417	187.545654296875	1.5	30	4	3	0	90	72	-0.0861111111111111	1337.03807237988	2094	0.416666666666667	15
CHMP2A	2.67871201141924e-05	1789.20793650794	427.33203125	2.25	159	10	12	0.0473029878937698	885	450	0.0229071785972283	1709.4811516592	35676	0.19758064516129	81.9090909090909
EEF1A1	3.21229982176669e-05	2407.35674603175	858.421875	2.6	3960	50	54	0.102327510422739	4345	15752	0.420243914487184	2222.01798842484	2165895	0.0490249843767935	1076.96629213483
MRPS27	2.89889504403496e-05	1751.03055555556	401.9765625	2.6	1230	26	26	0.0563557016384183	694	3110	-0.265196512138101	1665.24365511986	160870	0.492635024549918	957.507692307692
HIST1H4C	2.57033545104335e-05	2153.93015873016	682.072265625	2.25	456	8	1	2	3119	968	-0.400331701459819	2034.64188777885	218905	0.141752577319588	0
HIST1H2BM	2.71491523610766e-05	1861.81352813853	478.45654296875	2.25	225	8	5	0.068033073723357	1299	560	-0.0386043036197835	1762.28775238036	74934	0.118577075098814	24.5454545454545
UBE2L6	3.12290204255752e-05	2131.42579365079	662.783203125	2.93103448275862	814	16	22	0.0630299275878434	2821	3434	0.523181933891202	1994.50468601917	391211	0.0480492023832404	20.7331118493909
