markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank
MALL	1.6736510679984e-05	2045.48214285714	528.61328125	2.55555555555556	62	2	2	0	1377	126	-0.780445969125214	1973.16937593698	42126	0.526315789473684	62
IFT81	3.96003170903118e-05	1861.33928571429	406.78515625	2.55555555555556	282	12	16	0.12678357137282	527	804	0.0207244099110434	1791.72669762972	34334	0.268145161290323	159.8
RAB35	2.13410340128635e-05	2114.89642857143	578.55078125	2.55555555555556	158	4	1	1	1848	336	-0.0552427296952844	2022.81970226615	75294	0.201360544217687	0
ATF6	3.00756470373442e-05	2102.03571428571	568.671875	2.55555555555556	110	6	2	0	1789	250	-0.274451835427445	2016.80284229186	64570	0.177304964539007	7.33333333333333
MAPK8IP3	4.35860612162519e-05	2363.67857142857	754.515625	2.14285714285714	510	11	8	0.12413656192963	3486	1292	-0.0208171493130605	2243.19105066168	276615	0.072260376231711	26.25
AP3D1	3.04172447661972e-05	2215.77142857143	648.40625	2.14285714285714	257	5	4	0.0987551639829222	2423	556	-0.140767409114183	2116.98148732181	126564	0.153416149068323	36.7142857142857
LRFN2	3.09691318732612e-05	2016.27023809524	508.38671875	2.5	136	6	5	0	1102	302	-0.414467375442985	1941.7758396251	51178	0.228723404255319	54.4
LPAR4	1.73067839490006e-05	1834.25238095238	392.3984375	2.57142857142857	115	2	1	0	561	232	-0.929347826086957	1766.45392105263	33555	0.75	0
RNGTT	2.96234696448037e-05	2146.30357142857	600.98828125	2.57142857142857	309	5	5	0.068033073723357	2026	638	-0.802955899649102	2047.37537363509	205228	0.299507389162562	185.4
TFB2M	1.78630571584412e-05	1789.43531746032	362.0703125	2.51181102362205	18	3	1	0	385	42	-0.199134199134199	1734.50255813953	8812	0.444444444444444	0
SAMD4B	2.66721015705953e-05	2254.53333333333	676.625	2.51181102362205	439	4	4	0	2673	890	-0.921777625359715	2150.55422420145	231124	0.366161616161616	219.5
KHK	2.15689121977125e-05	1937.79404761905	457.38671875	2.51181102362205	58	3	1	0	859	122	-0.616959064327485	1867.91098063224	28011	0.333333333333333	0
ERH	3.85650909266038e-05	2394.60714285714	777.375	2.51181102362205	588	10	3	0.159664183576095	3695	1286	-0.415443995026218	2274.6610979329	305389	0.114440868865648	21.3818181818182
TUFM	4.80901863448764e-05	2401.66666666667	779.984375	2.51181102362205	2025	32	31	0.277922957432674	3551	5532	-0.0439033237704053	2261.78479008019	493255	0.0984893659312264	989.271255060729
ITGB6	2.63940634108635e-05	2175.93571428571	620.015625	2.51181102362205	160	4	1	0	2234	332	-0.800778324941441	2087.68230025192	77886	0.273381294964029	0
WDR44	1.01298297376357e-05	1870.26071428571	412.13671875	2.51181102362205	31	1	1	0	537	62	-0.935483870967742	1812.18781890338	11295	1	NA
AP4E1	3.51123059824114e-05	2165.56071428571	612.77734375	2.51181102362205	244	7	7	0.0775740148258852	2071	544	-0.38318999840739	2070.74435463968	90646	0.151417525773196	69.7142857142857
WDR12	2.08366553998109e-05	1791.04642857143	361.47265625	2.41666666666667	26	4	4	0	296	64	-0.128427128427128	1740.07800186645	9893	0.5	17.3333333333333
CD53	2.5329212575343e-05	1908.54404761905	438.27734375	2.41666666666667	65	4	1	0	736	142	-0.528604934796885	1839.90485979771	21836	0.268867924528302	0
EPN2	4.73361402651592e-05	2456.70476190476	821.7578125	1	1181	20	24	0.208111709530595	4170	2962	-0.0934297240025913	2324.60344230503	778341	0.0875	373.983333333333
CDC26	3.72074471048024e-05	2332.42023809524	732.89453125	1	770	9	9	0.101970606068083	3253	1612	-0.588449579939587	2214.91615521679	527176	0.212986286034145	363.611111111111
GNAQ	5.15585150574684e-05	2400.23095238095	775.828125	1	1906	23	55	0.214605284363677	3361	8234	0.527298229832744	2245.81782595604	657183	0.0507407201908672	275.857078245138
CCR1	4.43672133144622e-05	2071.40357142857	547.34765625	1	1057	15	14	0.158456307996175	1370	2494	-0.195842977771247	1970.1000528293	282136	0.228097345132743	328.226315789474
PTPRA	1.73811599572398e-05	2202.09761904762	639.0078125	1	240	2	2	0	2322	482	-0.923899371069182	2107.34464571626	155415	0.53125	240
SH3GL1	4.10395094085005e-05	2211.47023809524	645.09765625	1	342	10	7	0.0775740148258852	2438	840	-0.16897600789991	2110.25964349712	189441	0.122394846532778	43.8461538461539
AKAP8L	3.53488254115015e-05	2288.99285714286	701.8046875	1	349	8	3	0	3043	754	-0.422501209928725	2178.89599766287	216547	0.144827586206897	24.9285714285714
ZFP36L2	4.28048623973067e-05	2241.39523809524	666.6640625	1	298	9	1	18	2681	868	0.241538994767555	2132.51736188328	146260	0.069327731092437	0
ID4	2.56295756769944e-05	2123.15119047619	582.18359375	1	153	4	3	0	1750	318	-0.658661352391424	2040.52921327821	75236	0.266187050359712	76.5
CSDE1	3.39974240538032e-05	2387.54047619048	773.2578125	1	538	7	3	0	3635	1118	-0.663696912195112	2264.45531828762	299673	0.156845238095238	76.8571428571428
DFFA	3.48778877193936e-05	2279.53571428571	694.265625	1	379	7	2	0	2907	830	-0.177906517680558	2172.26785540921	184653	0.142018779342723	10.5277777777778
RICTOR	4.35914789302644e-05	2378.30952380952	764.734375	1	460	10	3	0	3639	1300	0.255476352189005	2257.98065796555	285981	0.0563660477453581	7.26315789473684
ZFP64	2.85790557421932e-05	2142.86666666667	597.25	1	208	5	1	1	1974	436	-0.600118551735071	2052.13234484867	82369	0.255483870967742	0
CLCN3	1.65451151304776e-05	1818.43452380952	380.41015625	1	37	2	1	0	447	76	-0.759259259259259	1759.92367793188	8608	0.5	0
PLCG2	4.26916181706428e-05	2300.38095238095	708.765625	1	488	12	6	0	2997	1186	-0.125861796519014	2186.06295186608	288429	0.0930139720558882	27.8857142857143
DUSP3	3.10011396176521e-05	2275.525	691.81640625	1	347	5	2	0	2877	724	-0.495510223490407	2168.26826668389	183730	0.187848383500557	23.1333333333333
DHCR7	1.50235923279234e-05	1600.51428571429	251.052734375	1	17	3	1	0	64	40	-0.0777777777777778	1562.7604358252	1440	0.333333333333333	0
KRT7	2.08609576275088e-05	2120.84285714286	580.3671875	1	123	3	2	0	1762	252	-0.551820728291317	2041.4600833308	73070	0.344927536231884	41
UQCRB	2.1970418946794e-05	1762.15634920635	345.111328125	1	39	5	5	0.068033073723357	294	98	-0.129545454545455	1708.89126782077	7093	0.566666666666667	39
TTC30A	3.75917610890556e-05	1877.87857142857	417.125	1	222	10	13	0.110358195005461	555	600	-0.0480557731415855	1809.98891765087	26329	0.292307692307692	119.538461538462
TESC	1.56539655785843e-05	1744.16388888889	333.765625	1	15	2	1	0	243	42	0.266666666666667	1694.14085609005	3520	0.25	0
ATP6V1H	2.6494720263654e-05	1794.17142857143	363.8125	1	215	10	17	0.202711383319088	315	736	0.270085318060526	1732.71164171399	11104	0.375478927203065	103.986928104575
RUVBL2	4.98041863230198e-05	2572.78333333333	905.3203125	1	1221	18	30	0.262844098083502	4771	4002	0.345031325392477	2420.23612763656	687152	0.03659375	114.273076923077
UTP25	4.58290694100094e-05	2023.46666666667	512.953125	1	796	25	29	0.245642922794315	1252	2404	0.0592081247490418	1933.3865894755	156204	0.304003170828379	568.571428571429
RFC5	5.12180260841777e-05	2620.02380952381	940.25	1	2472	27	48	0.197756539814697	4873	7296	0.179440781181709	2441.98373835856	1513326	0.0473453749315818	403.591836734694
NOTCH1	4.85727422295159e-05	2649.71428571429	963.4609375	1	1749	18	22	0.200549769597684	5109	4620	0.184082058378394	2480.6078713969	1128566	0.0456712739740705	106
MAML1	3.10222821397315e-05	2212.57857142857	647.8515625	1	295	6	4	0	2500	620	-0.44880967576183	2106.28664219147	183600	0.192101740294511	78.6666666666667
QDPR	4.94750538570046e-06	1248.89404761905	95.787109375	1	3	1	1	0	5	6	-0.333333333333333	1229.58032312427	46	1	NA
EBPL	1.74990183937363e-05	1618.325	260.970703125	1	17	3	1	0	66	40	-0.132467532467532	1578.78610908578	1733	0.333333333333333	0
AKAP10	2.57858719223385e-05	2026.79047619048	515.8515625	1	90	4	3	0	1243	192	-0.678735632183908	1953.30274989088	33429	0.299295774647887	30
TCAF1	1.01834254304033e-05	1881.44404761905	419.84765625	1	40	1	1	0	571	80	-0.95	1820.44447156456	13398	1	NA
TOB1	3.76542831659464e-05	2392.26428571429	776.03125	1	494	8	2	0.314253343630457	3741	1098	-0.177055993981429	2272.42794271979	280864	0.101341281669151	17.9636363636364
NCSTN	3.31915026058337e-05	2182.875	625.16015625	1	210	7	7	0.0775740148258852	2292	462	-0.48296178003137	2089.89224446589	91067	0.184713375796178	70
TOMM22	1.3467082619282e-05	1730.14047619048	325.765625	1	19	2	2	0	218	40	-0.475	1681.19941393042	4547	0.607142857142857	19
RNF7	4.50607310362826e-05	2371.08333333333	759.6328125	1	896	16	13	0.110358195005461	3535	2172	-0.186464990004803	2247.77313062988	497354	0.104939759036145	80.1684210526316
BCL3	4.30521960785407e-05	2528.31904761905	875.7421875	1	984	15	8	0.155170702412037	4585	2178	-0.463859514845816	2387.60934054208	639661	0.0875	103.085714285714
TFIP11	4.24178882603461e-05	2143.32619047619	597.59375	1	807	14	14	0.146267361227238	1983	1796	-0.551230248907499	2043.69764043233	488415	0.307841614906832	399.065934065934
EXOSC8	4.06244830032669e-05	2076.86309523809	550.87109375	1	244	10	9	0.203941212136167	1506	728	0.178676853112655	1983.60664893617	76862	0.0946061643835616	44.7333333333333
ICK	1.03392383647693e-05	2033.15952380952	522.015625	1	80	1	1	0	1394	160	-0.975	1954.38330518838	43964	1	NA
DENR	5.75154734629783e-06	1652.04523809524	280.888671875	1	3	1	1	0	133	6	-0.333333333333333	1608.59951113135	1683	1	NA
MIB2	1.7280486849161e-05	2246.96071428571	671.98828125	1	284	2	1	0	2690	570	-0.912337164750958	2142.52310884137	196682	0.5	0
SNX18	3.17580231070949e-05	2135.2369047619	590.80859375	1	208	6	5	0.068033073723357	1912	446	-0.615313563070042	2050.94103089004	128959	0.281512605042017	55.4666666666667
PIGS	1.83366468703503e-05	1899.37380952381	430.6953125	1	27	3	3	0	664	60	-0.353174603174603	1839.249479395	15374	0.444444444444444	27
GAB3	2.91345897897981e-05	2279.97380952381	695.1640625	1	459	5	3	0	2831	938	-0.692146798718041	2169.74008468824	277396	0.261271676300578	91.8
DGKZ	3.92854586068065e-05	2465.66904761905	829.6796875	1	646	9	4	0.0987551639829222	4239	1402	-0.408614390767987	2339.02184821242	365162	0.102497143789783	35.2363636363636
RBM33	1.00883721017654e-05	1879.82619047619	419.4140625	1	31	1	1	0	602	62	-0.935483870967742	1817.38862867199	13411	1	NA
PGAM5	2.26505892879261e-05	2226.2119047619	656.6953125	1	265	3	1	0	2523	536	-0.917861672031997	2125.42742701539	127391	0.342592592592593	0
PTPN4	2.98955055476178e-05	2285.87619047619	699.3203125	1	303	5	1	1	2988	636	-0.290570175438596	2179.10820023374	179354	0.170774647887324	0
PXMP4	8.03568028500869e-06	1434.96031746032	169.513671875	1	11	1	1	0	28	22	-0.818181818181818	1406.29449844968	305	1	NA
CENPK	4.33205905896476e-05	2047.38571428571	530.953125	1	504	15	16	0.12678357137282	1364	1314	-0.0702072752446471	1954.26950623035	159275	0.192063492063492	260.235294117647
WRN	4.78300570073614e-05	2309.87619047619	715.3203125	1	799	18	25	0.26382444985412	3093	2354	0.123436186386102	2184.00029282577	435375	0.0788177339901478	181.783068783069
FANCI	4.5918789680374e-05	2468.17380952381	830.5546875	1	1067	14	13	0.151742518132509	4125	2640	0.060611102703533	2328.95874679065	629399	0.0728858871535106	97
NOL11	4.54350935019922e-05	2101.96071428571	566.76171875	1	717	22	25	0.24531045337313	1717	2084	0.00159810444254515	2007.51410114544	151186	0.241258741258741	469.910769230769
HSPB2	2.41721297729287e-05	1916.55119047619	441.94921875	1	38	4	1	0	715	88	-0.341991341991342	1853.62298069754	14745	0.25	0
NDUFS1	4.28311254473205e-05	2053.42142857143	531.6640625	1	779	25	26	0.286113562164277	1245	2314	0.050177643070591	1966.98262321983	90265	0.254761904761905	562.611111111111
CCT8	3.77790576932356e-05	2194.23809523809	633.7265625	1	291	9	10	0.149657346265156	2403	672	-0.295518109341639	2094.45689413086	158106	0.154395604395604	84.0666666666667
RAB9A	3.74380041239828e-05	2023.275	513.80859375	1	136	8	7	0.116361022238828	1229	382	0.0847142221284098	1942.6187706199	42366	0.129411764705882	19.7818181818182
SNX6	3.66008549969995e-05	2276.68095238095	691.734375	1	346	8	4	0.0987551639829222	2851	764	-0.331241096866097	2171.77588326647	173009	0.129694154084398	57.6666666666667
HEXDC	1.44834652569886e-05	1856.99285714286	403.9375	1	24	2	1	0	509	50	-0.609022556390977	1798.73650785144	10562	0.5	0
RAB11B	2.705296711296e-05	1928.06428571429	450.15625	1	43	5	1	1	798	106	-0.168788727612257	1861.43614985719	17777	0.235714285714286	0
TNFSF9	1.49834346353009e-05	1940.05714285714	458.015625	1	47	2	2	0	818	96	-0.554545454545455	1874.27399899481	24855	0.535714285714286	47
EFEMP1	2.88104531164169e-05	2143.33095238095	596.2578125	1	151	5	1	1	1928	322	-0.54733568385895	2059.4989414905	68221	0.216923076923077	0
RNF111	4.61598244195509e-05	2368.31428571429	758.140625	1	1506	21	21	0.210558459646212	3473	3432	-0.437611181682826	2238.70227454642	909261	0.154735854954673	301.2
SYMPK	2.25236611607509e-05	2194.93095238095	634.359375	1	200	3	1	0	2361	406	-0.867244985849637	2099.69811379774	96917	0.338568935427574	0
LIG3	3.19400524064566e-05	2287.34761904762	700.53125	1	442	6	3	0	2927	926	-0.297415561686249	2175.29486680926	241923	0.182163989856298	42.0952380952381
SAP30BP	2.59560700766398e-05	1987	490.4296875	1	96	4	1	0	1065	204	-0.655265700483092	1909.84291689191	45902	0.25	0
BMP6	2.24600765092276e-05	1899.11547619048	432.19921875	1	61	3	2	0	709	134	-0.247470734678744	1831.2213280227	20344	0.280612244897959	10.1666666666667
IGFBP5	3.8241558053772e-05	2162.675	610.11328125	1	211	9	3	0.159664183576095	2055	532	-0.0756245400824793	2069.46753607103	67523	0.105519480519481	15.3454545454545
MFAP2	2.05355371157367e-05	1658.61587301587	284.7109375	1	35	4	2	0	161	82	-0.223809523809524	1612.15382952662	3973	0.315217391304348	5.83333333333333
NONO	4.25913116521939e-05	2406.34047619048	786.5234375	1	634	12	6	0.0501750035468149	3771	1478	-0.218615386391427	2275.89506340273	366912	0.081056105610561	54.3428571428571
PRPF18	1.03126606635074e-05	1843.45595238095	396.87890625	1	58	1	1	0	488	116	-0.96551724137931	1780.36890963584	37488	1	NA
ELF1	2.92498158575179e-05	2224.4380952381	655.96875	1	255	5	5	0.068033073723357	2639	530	-0.668937728937729	2122.33618945238	166834	0.232558139534884	102
CXADR	1.64220101700829e-05	1943.04047619048	460.6875	1	44	2	1	0	897	90	-0.744444444444444	1874.69276098978	25159	0.5	0
OGT	4.09778307208304e-05	2385.8	770.9765625	1	473	11	2	0	3732	1128	-0.129219397708409	2266.90246867718	264363	0.0816066884769175	10.3956043956044
LGALS3BP	4.11704171300949e-05	2322.74761904762	725.3359375	1	485	11	4	0.592530983897533	3189	1126	-0.234787116949439	2206.68822117755	284853	0.100907519446845	49.7435897435898
WDR4	5.49077350473328e-06	1491.52976190476	195.6015625	1	3	1	1	0	12	6	-0.333333333333333	1460.8006136972	495	1	NA
ARID4A	3.82297033663338e-05	2208.41428571429	644.1171875	1	411	10	7	0.0387870074129426	2379	912	-0.405870432114287	2101.01251995368	214340	0.150188679245283	91.3333333333333
TSPAN3	1.34177287188329e-05	1938.14404761905	457.33984375	1	62	2	1	0	829	126	-0.466666666666667	1869.57578542781	19341	0.5	0
WARS	1.8737119857034e-05	2090.49761904762	560.921875	1	126	3	1	0	1656	258	-0.382905982905983	2005.8344240251	74704	0.333333333333333	0
WDR5	4.94953678412496e-05	2425.62857142857	798.703125	1	1275	20	34	0.232653448695574	3689	3882	0.268942010878403	2274.27575808911	757078	0.0538360941586748	166.554054054054
WRAP73	4.47619196259804e-05	2321.19761904762	723.5546875	1	348	12	1	34	3289	1076	0.255339574093299	2206.54314453831	166297	0.0564102564102564	0
AP1G2	3.78507296951712e-05	2179.6619047619	622.7421875	1	235	9	5	0.068033073723357	2203	580	-0.128612128612129	2081.91951491843	86393	0.107707509881423	25.6363636363636
MRPL41	4.23523555043503e-05	1908.54761904762	437.96875	1	853	18	18	0.192267623453516	692	2012	-0.409111192051536	1829.92336840957	135013	0.498805256869773	596.542483660131
RWDD1	2.10784327942952e-05	1850.45714285714	399.65625	1	44	4	1	0	459	100	-0.180130718954248	1790.96181963714	10653	0.264705882352941	0
INPPL1	3.95879160193622e-05	2334.66666666667	734.28125	1	611	10	10	0.0855184835800893	3193	1332	-0.455315677537512	2214.25858485898	377093	0.128128342245989	122.2
TMEM33	2.88987680687292e-05	1996.89880952381	497.54296875	1	139	5	1	1	1104	298	-0.56085208419115	1914.96445382706	47406	0.216806722689076	0
AHI1	1.83512021598967e-05	1491.5373015873	197.134765625	1	24	3	2	0	42	54	-0.395959595959596	1456.14232721593	923	0.444444444444444	8
NFATC2	3.51163152300657e-05	2360.33095238095	753.21875	1	446	7	2	0.628506687260914	3501	948	-0.430603539397509	2242.89123897354	246693	0.13490099009901	47.7857142857143
ALOX5AP	7.03109402283869e-06	1500.1123015873	200.0859375	1	4	1	1	0	14	8	-0.5	1467.98864978349	553	1	NA
SEPT11	6.04038882426626e-06	1305.91428571429	115.7314453125	1	5	1	1	0	7	10	-0.6	1284.69376076555	77	1	NA
SRPK3	1.02030234846509e-05	1847.59880952381	399.15234375	1	37	1	1	0	525	74	-0.945945945945946	1786.24362010697	20209	1	NA
TAF8	4.34259012622998e-05	2223.31904761905	654.671875	1	545	15	16	0.12678357137282	2563	1330	-0.238668150123402	2111.38805359839	325261	0.131723107569721	236.166666666667
ARMCX2	1.03091919126371e-05	2029.77380952381	518.0703125	1	63	1	1	0	1267	126	-0.968253968253968	1958.1461201867	30367	1	NA
SPG21	3.38571150105432e-05	2192.9	631.8671875	1	194	6	1	4	2307	460	-0.0365616561656166	2097.79514344647	77378	0.112388250319285	0
HACD3	3.67236079443421e-05	2113.98214285714	576.55859375	1	176	9	1	4	1782	424	-0.260505430242272	2024.89438914027	65996	0.136089577950043	0
JUP	4.4584535807424e-05	2426.55	799.7109375	1	609	12	14	0.146267361227238	3974	1560	0.0700930371971684	2304.8087144623	377077	0.0681183046110852	67.6666666666667
TM9SF2	1.69089699679456e-05	2100.37976190476	568.11328125	1	108	2	1	0	1778	218	-0.825535289452815	2015.65218305207	60147	0.5	0
ING2	3.82862087207343e-05	2317.26904761905	722.4453125	1	533	8	6	0.0501750035468149	3142	1156	-0.423367674011088	2196.14752167512	303606	0.130075187969925	59.2222222222222
KCNJ10	3.95238345640303e-05	2115.23333333333	578.28125	1	637	11	11	0.12763572681888	1650	1384	-0.559832448358912	2014.14015662976	178093	0.223172905525847	185.309090909091
EIF2B2	3.27760495490538e-05	2112.6880952381	575.734375	1	198	6	6	0.0501750035468149	1751	452	-0.166794425617955	2023.61246269332	106415	0.160958904109589	49.5
SMURF2	4.77642437749521e-05	2489.92857142857	845.234375	1	840	13	8	0.0620682809648148	4252	2870	0.444183927426776	2344.33168022911	467588	0.0357485714285714	14.1176470588235
PDIA3	3.48219733572807e-05	2207.80238095238	641.96875	1	220	6	4	0.0987551639829222	2401	512	-0.103694852466894	2114.11448458316	103355	0.127594627594628	30.5555555555556
CDKN3	2.92509085588913e-05	2167.75476190476	615.3359375	1	197	5	3	0	2220	414	-0.643788604711243	2072.79054471344	107528	0.226190476190476	39.4
EIF3B	4.92120988583905e-05	2408.91428571429	785.765625	1	1944	28	32	0.248247312225144	3753	4944	-0.168507430000764	2276.97588195387	1378168	0.124738766980146	1248.13636363636
EDC3	3.70929642711183e-05	2293.27142857143	704.0234375	1	501	8	9	0.152955909102125	2949	1092	-0.254602819742201	2182.36715651213	255512	0.146706586826347	100.2
NRP1	3.21180462555148e-05	2052.04523809524	532.765625	1	119	6	4	0.0987551639829222	1366	310	0.0891355074342528	1973.28538671841	58556	0.134099616858238	9.91666666666667
SNRPB2	5.23948016274821e-05	2529.31666666667	871.1328125	1	4181	50	64	0.20899657897955	4377	12522	0.0483254843845723	2362.73315733897	2556372	0.085666701363589	1969.89423076923
PTN	4.85239489307682e-05	2431.98571428571	801.7109375	1	648	11	7	0.116361022238828	3853	2936	0.613822632409137	2293.62567484453	299589	0.0292784765008402	6.3219512195122
TRAPPC3	4.13985889087943e-05	2056.17142857143	536.09375	1	371	11	15	0.141211787238757	1364	952	-0.108362094821438	1968.36692862589	97739	0.178446115288221	212
RAB2A	3.25333659114097e-05	2253.94642857143	676.55078125	1	325	7	3	0	2744	692	-0.34389596566502	2146.90875071963	148761	0.162384378211716	46.4285714285714
GORASP2	4.00936940775243e-05	2256.7880952381	677.484375	1	324	10	3	0	2741	830	0.0557976413493231	2149.65890603984	129991	0.085544889892716	14.2417582417582
PSMD11	5.10227577752481e-05	2591.76666666667	918.5078125	1	2153	34	38	0.197815284458827	4936	6658	0.119780827761586	2435.16230727372	1020075	0.052849322670972	778.082482993197
DDIT3	4.43988893896647e-05	2206.29047619048	641.1640625	1	372	11	16	0.136536153786114	2400	1124	0.196965695277996	2100.42083359409	190515	0.0852941176470588	68.5263157894737
EIF4A2	5.04223359042555e-05	2393	773.40625	1	2292	33	35	0.200548749447317	3572	6390	0.0495219682359277	2254.49214079398	1644871	0.11364442417794	1170.11295681063
SGSM2	3.15324466094797e-05	2071.9619047619	547.8515625	1	125	6	1	2	1522	292	-0.100374625374625	1986.71823482404	58479	0.144155844155844	0
ZNF205	2.25604291521468e-05	2168.09166666667	614.74609375	1	213	3	3	0	2065	432	-0.903059975520196	2076.12424223679	85676	0.346534653465347	142
ITGB8	2.1439214968845e-05	1896.70476190476	430.1015625	1	66	3	2	0	667	138	-0.65050505050505	1831.2213280227	18975	0.375757575757576	22
IFT172	4.22600874930201e-05	2039.38452380952	523.87890625	1	420	14	21	0.198172667902317	1235	1302	0.184387525403854	1950.35154138943	72321	0.138811188811189	174.545454545455
LRP3	1.62775054560332e-05	1869.1869047619	411.91015625	1	25	2	1	0	578	52	-0.693181818181818	1809.59856041408	12234	0.65625	0
LAIR1	2.01006287690657e-05	2002.83452380952	500.39453125	1	88	3	2	0	1139	182	-0.501001112347052	1928.33234702672	48781	0.345679012345679	29.3333333333333
GIT2	3.82134637631498e-05	2363.1619047619	754.2265625	1	433	10	10	0.149657346265156	3585	956	-0.400476342103343	2253.96222423693	256984	0.125147928994083	96.2222222222222
KANSL3	2.44638009980315e-05	2255.64404761905	678.41015625	1	317	4	3	0	2757	646	-0.546789552632083	2146.90875071963	214801	0.259136212624585	105.666666666667
BCAR3	4.3947446535119e-05	2436.83571428571	807.7734375	1	626	14	2	0	4042	1524	-0.138050272557855	2311.71432999277	375512	0.0724355858045698	9.20588235294118
PPP3CA	4.73425898582284e-05	2402.57857142857	781.6953125	1	647	13	18	0.152211868567367	3782	2106	0.361489067290432	2274.6610979329	314156	0.0502016294955148	74.8990147783251
PPP4C	4.24951531790545e-05	2313.79285714286	719.2109375	1	482	13	8	0.0931024214472221	3154	1236	0.0267263877983162	2192.20277596342	248222	0.0751633986928105	67.3382352941177
ACADM	1.4837873573236e-05	1844.02380952381	396.1328125	1	27	2	1	0	470	56	-0.516666666666667	1785.15102920057	10972	0.5	0
PRDM4	2.27007172973334e-05	2221.97619047619	653.953125	1	273	3	2	0	2545	552	-0.934099128719382	2121.46420783161	159579	0.383190883190883	91
RFC1	4.71113762604504e-05	2371.14523809524	760.03125	1	846	18	25	0.236053455132634	3482	2292	0.00966158449888441	2237.80667422323	521215	0.0704721030042918	124.08
GNGT2	5.13680433866266e-05	2216.27738095238	643.80859375	1	1428	19	61	0.196181036521041	2176	6888	0.555289566338835	2085.99549395569	454073	0.0748239436619718	187.708333333333
PPIA	4.0882886975121e-05	2419.3119047619	795.625	1	506	11	2	0	3961	1168	-0.213928134806676	2296.92201615111	269662	0.0822104724543749	6.48717948717949
MME	4.65352683734565e-05	2436.66904761905	805.8828125	1	653	13	2	0	3866	2638	0.602986107451455	2295.58664204371	309643	0.0303598396083945	1.96096096096096
MAP3K1	5.1170718207733e-05	2659.08095238095	967.8359375	1	1977	26	30	0.146783067760917	5329	6404	0.309588216421702	2499.45073726542	1371106	0.039812108559499	143.635102040816
RIF1	4.84437033216003e-05	2376.70119047619	762.51171875	1	524	12	2	0.628506687260914	3598	2104	0.494454534357489	2249.05344099712	282767	0.039166033595003	2.97727272727273
UBE2L6	5.17713333708836e-05	2495.76904761905	846.8671875	1	1747	22	41	0.172214567372762	4167	6916	0.476678844174817	2337.31150109683	1197077	0.0436133817346113	70.4517825832846
RASAL2	1.74059418851622e-05	2126.31785714286	586.58984375	1	169	2	2	0	1910	340	-0.931020572811618	2034.9617716607	82866	0.509146341463415	169
YAP1	3.48720674063491e-05	2275.95714285714	691.6953125	1	333	6	1	7	2841	756	0.0746293559186508	2166.23903572466	161005	0.102960526315789	0
KAT8	3.92236606581651e-05	2172.64761904762	618.4296875	1	268	9	9	0.178448560619146	2213	718	0.105569478450293	2070.04190951984	129680	0.0953647416413374	38.2857142857143
TERF2	2.87006692354909e-05	2011.79761904762	506.6015625	1	123	5	5	0.068033073723357	1182	266	-0.551724256136021	1934.3337271627	59689	0.268181818181818	73.8
PRDX2	2.22790748971625e-05	2032.56071428571	521.23828125	1	105	3	1	0	1339	216	-0.807213114754098	1953.07541680002	50006	0.383720930232558	0
RPS6KA5	3.91146576105456e-05	2348.25238095238	744.71875	1	479	9	5	0.068033073723357	3421	1068	-0.245004806791669	2226.59796994726	292363	0.1051915665382	43.5454545454545
HDAC3	5.2336609397179e-05	2649.8619047619	959.4765625	1	2008	26	58	0.198661312055479	5092	8438	0.479720511458298	2473.47811187265	1238203	0.028493894165536	127.146087743103
DCAF6	4.13135376638047e-05	2390.08571428571	774.1953125	1	587	11	9	0.178448560619146	3740	1356	-0.200585998404453	2269.35491395923	345342	0.0971701329696556	96.7582417582418
BCAP31	3.93263098703149e-05	2237.72380952381	663.203125	1	271	11	2	0	2585	698	-0.0297471066032848	2137.06618911175	115292	0.087962962962963	3.47435897435897
RASSF5	3.09218535599965e-05	1959.03333333333	470.25	1	63	5	1	2	909	168	0.0497631595457682	1889.14918946302	22427	0.159090909090909	0
CYTH2	3.48895553311397e-05	2300.65	709.5625	1	390	8	3	0	3042	836	-0.490673388764399	2191.05787309048	185505	0.146219135802469	41.7857142857143
PITPNM2	2.16539285486955e-05	1965.45595238095	474.58984375	1	69	3	2	0	926	144	-0.680331262939959	1897.37263270959	31895	0.380116959064327	23
SIAH1	4.92320525828923e-05	2433.53333333333	803.1796875	1	1206	20	3	0.159664183576095	3993	3534	0.130868416158758	2305.44199065806	662694	0.0794256381798002	8.59893048128342
IL18BP	7.30808822481282e-06	1540.69722222222	218.927734375	1	4	1	1	0	39	8	-0.5	1509.5180579293	650	1	NA
TTN	4.18401251807567e-05	2317.49523809524	720.09375	1	373	10	8	0.310341404824074	3208	1166	0.382460175800038	2206.32556534315	177256	0.0598739495798319	23.0904761904762
MED11	4.33182320711766e-05	2142.4	597.125	1	415	14	17	0.158643691293199	2048	1102	-0.101639610831384	2041.83266920152	180706	0.15818759936407	244.117647058824
FAM160A2	1.96986418993147e-05	1842.2369047619	394.73828125	1	44	4	1	0	466	100	-0.118817204301075	1782.44905600255	9879	0.272727272727273	0
TIMP4	1.66448530570997e-05	1805.08174603175	370.80078125	1	43	2	2	0	331	88	-0.8	1751.42850806241	9009	0.602941176470588	43
