spl	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	dmnc	geokpath	lincent	semilocal	coreness	hub_score	eccentricity	subgraph_centrality	pc	gilschmidt
INO80B	3.99247160903407	0.000638	32.8	2490.063643	0.000117	0.1	1908.190476	2.28864631067891e-05	1908.19047619048	508.8037109375	1	169	0	1569	1816.01981527054	54500	5	0.000732758484384018	10	409779215868075	0.56	0.253142806605247
INO80C	4.1236442516269	0.00051	32.5	0	0.000105	1	1839.844048	2.13076732547197e-05	1839.84404761905	461.7998046875	0	134	0	1188	1758.25243679797	45137	4	0.000658511615937869	10	330963180394423	0	0.244075888514055
INO80D	4.09901748117902	0.000893	19.714286	464.668558	9.5e-05	0.809524	1851.016667	2.44061521320861e-05	1851.01666666667	468.671875	1	145	0.0775740148258852	1232	1768.81596314282	45744	6	0.000592653343860205	10	268149041761675	1.11022302462516e-16	0.245558061377893
INO80E	4.3438815873421	0.000893	14	256.847507	4e-05	0.619048	1741.972222	2.42442420879199e-05	1741.97222222222	396.72265625	0	105	0.10035000709363	701	1669.10801045736	30586	6	0.000250415509227488	10	47923974135506.3	1.11022302462516e-16	0.231092096341496
INPP4A	3.88962613244864	0.000255	89	1680.387743	6.1e-05	0	1956.632143	1.62014124134854e-05	1956.63214285714	541.59765625	1	180	0	1788	1864.03713545255	70478	2	0.000381378790345558	10	111060851929156	0.5	0.259569135428099
INPP5D	3.63085364297563	0.003063	26.041667	11917.286265	0.000418	0.126812	2116.263492	3.00901380495817e-05	2116.26349206349	652.4013671875	3.4933110367893	650	0.0739047908699359	2711	1996.88785802144	317660	11	0.00261849553198454	10	5232199585159826	0.15625	0.280746019111609
INPP5K	4.89664412402705	0.000255	5.5	17899.609694	1.3e-05	0	1527.877056	1.26456372584483e-05	1527.87705627706	265.046875	0	13	0	160	1480.68909446254	2722	2	8.10781127531868e-05	11	5016032661702.25	0.5	0.202689978280336
INPPL1	3.71570754115095	0.001021	47.375	1833.280847	0.000309	0.178571	2063.407937	2.58951093795639e-05	2063.35793650794	617.123046875	1	387	0	2455	1951.28585164835	189561	6	0.00193343755679622	10	2852549487219933	0	0.273727505506469
INSIG1	4.46318744417507	0.000255	10	156.655007	1.4e-05	0	1689.72702	1.50705118308332e-05	1689.72702020202	363.80126953125	0	22	0	554	1624.4909371605	9355	2	8.7311973229415e-05	11	5820611156306.41	0.5	0.224161186017779
INSIG2	4.57534770958275	0.000255	7.5	0	8e-06	1	1643.093326	1.38044356205081e-05	1643.09332611833	333.8125	1	17	0	364	1584.66809827928	7534	2	5.17702406771906e-05	11	2046147636594.9	0.5	0.21797470497723
INSL3	4.44404746714304	0.000383	5.333333	447.896913	2.5e-05	0	1690.18254	1.70544686077591e-05	1690.18253968254	361.876953125	0	19	0	485	1631.4874239118	6217	3	0.000154752251528855	10	18274495690441.7	0.444444444444444	0.224221615771099
INSR	3.4024499170601	0.004211	33.151515	74546.868749	0.00083	0.092803	2277.89246	3.08162063900721e-05	2277.89246031746	769.5703125	0	1129	0.0671861735181235	3761	2130.93733358335	524003	11	0.00519670781843291	9	20609114990939396	0.413223140495868	0.30218790930184
INTS1	4.77580706903152	0.000766	5.666667	1868.349889	1.7e-05	0.266667	1574.836977	2.18534964908398e-05	1574.80364357864	293.2861328125	0	40	0	261	1518.15336112002	7177	4	0.000108656624796561	11	9098163033902.22	0.277777777777778	0.208915314881763
INTS10	4.05895112925865	0.000383	32	1161.000304	0.000167	0	1868.521861	1.87837060095478e-05	1868.52186147186	480.74267578125	0	99	0	1298	1786.27613957875	40155	3	0.00103935527761792	11	829771578807830	0.666666666666667	0.247880321235308
INTS11	4.65713921143295	0.000128	35	0	5e-06	0	1611.872619	1.04945343730751e-05	1611.82261904762	314.478515625	0	36	0	288	1556.83719655872	5364	1	2.9181783593557e-05	10	649879684389.146	0	0.213826295973425
INTS12	4.32652800816639	0.001149	14.333333	4439.004237	0.000203	0.194444	1757.691667	2.48435451509869e-05	1757.69166666667	408.40234375	0	138	0.319328367152189	804	1675.80275459345	54734	4	0.00125749337251837	10	1220126942817130	0.444444444444444	0.233177456442907
INTS3	4.08931989281613	0.000766	31	5930.295853	0.000351	0.2	1869.782179	2.30981998945448e-05	1869.78217893218	484.02978515625	1	192	0	1367	1773.01060908637	81149	4	0.00218315057457195	11	3660272658593141	0.444444444444444	0.248047516440975
INTS4	4.4591042490749	0.001021	9.75	11056.886521	8e-05	0.142857	1701.374639	2.32362108532242e-05	1701.34130591631	372.31884765625	0	86	0.0987551639829222	614	1625.9784810851	27976	4	0.000496994790613029	11	190892386332110	0.40625	0.225701950904259
INTS5	5.42082429501085	0.000128	8	0	2e-06	0	1377.29531	9.53101749052269e-06	1377.2715007215	186.909423828125	0	9	0	63	1337.51015700398	1045	1	9.6029984075924e-06	12	71740312637.6716	0	0.182710467063095
INTS6	4.60444047467143	0.00051	9.25	396.442072	1.5e-05	0.166667	1637.444913	2.00051008383482e-05	1637.44491341991	331.37890625	0	41	0	382	1574.65550782874	11292	4	9.34535797281503e-05	11	6714754814397.71	0.375	0.217225379864679
INTS7	4.70779635064438	0.00051	5.75	52.560979	2.4e-05	0.166667	1600.338961	1.96964355547819e-05	1600.33896103896	309.3642578125	0	27	0	333	1540.08521479875	8091	4	0.000148098901804897	11	16898320496150.1	0.375	0.21230286031295
INTS8	4.49419420696695	0.000255	27	41.879572	0.000116	0	1680.749242	1.51508046456042e-05	1680.74924242424	358.68212890625	0	56	0	509	1613.28309815167	23335	2	0.000716215422221218	11	397892998139928	0.5	0.222970183394038
INTS9	4.12147505422993	0.000638	25.8	4289.36081	0.000241	0.1	1849.180988	2.10793254398632e-05	1849.18098845599	469.43994140625	1	134	0	1272	1759.17783281734	59052	3	0.00150273349461647	11	1728765099509073	0.32	0.245314538134238
IP6K1	5.3496235804517	0.000128	12	0	2e-06	0	1394.723088	9.98579088259176e-06	1394.69927849928	194.766845703125	0	13	0	62	1355.31172331544	1233	1	9.57174315195989e-06	12	69982121068.3849	0	0.185022456686045
IP6K2	4.65713921143295	0.000128	35	0	5e-06	0	1611.872619	1.04945343730751e-05	1611.82261904762	314.478515625	0	36	0	288	1556.83719655872	5364	1	2.9181783593557e-05	10	649879684389.148	0	0.213826295973425
IPO11	3.969120837055	0.000383	39.666667	8155.60813	0.000156	0	1914.361508	1.61099432715761e-05	1914.36150793651	512.4306640625	3.51282051282051	122	0	1597	1826.70365845818	44512	2	0.000979636122535634	10	732310737519864	0.666666666666667	0.25396146297909
IPO13	3.88490493811407	0.000383	60.666667	3926.079507	0.000131	0	1966.846429	1.91635328272977e-05	1966.79642857143	550.3310546875	0	185	0	1979	1866.30243710175	75204	3	0.00081705473849853	10	510046582551307	0	0.260917541598737
IPO4	3.99272680872783	0.00051	37.5	1069.84748	0.000103	0	1909.675	2.11850846669265e-05	1909.625	510.28515625	1	154	0	1605	1815.90374229012	59686	4	0.000642131142261522	10	315036499370605	0.375	0.253333112231344
IPO5	3.99795840244992	0.000638	51.4	592.893512	0.007834	0.3	1907.64246	2.32002599351692e-05	1907.64246031746	508.7119140625	1	262	0	1553	1813.52751180901	137159	5	0.0490941586224976	10	1839118499825907456	0.48	0.253070106171045
IPO7	3.46995023605972	0.001149	72.111111	7180.323583	0.007388	0.111111	2217.672222	2.66916789884298e-05	2217.67222222222	728.2158203125	5.42601062403694	658	0	3492	2089.48459218945	327481	8	0.0462946420131173	10	1635351630563709952	0.617283950617284	0.294199021255242
IPO8	4.25086129896644	0.000255	36	421.447822	0.000229	0	1778.161508	1.56862492497047e-05	1778.16150793651	420.0771484375	0	74	0	820	1705.6325869004	18931	2	0.00143157266144984	10	1563795089684511	0	0.235893009808498
IQCB1	3.81523542171749	0.001149	34.333333	1589.63127	0.000365	0.361111	2004.510317	2.65559174283961e-05	2004.51031746032	575.521484375	0	318	0.0620682809648148	2157	1900.38274247492	130901	7	0.00228464280870271	10	3982897020614770	0.666666666666667	0.265920710727004
IQCN	3.97090723491132	0.00051	36	10591.444745	0.000196	0	1911.679762	1.93632003738342e-05	1911.62976190476	509.8154296875	0	148	0	1525	1825.88187660668	54984	3	0.00122542050363188	10	1146896909091103	0.625	0.253599066317941
IQGAP1	3.38024754370295	0.002808	35.318182	51247.192485	0.00201	0.025974	2286.126984	2.97963081105408e-05	2286.12698412698	777.01953125	4.05715143002222	799	0	3940	2144.93390207995	376980	9	0.0125879919824508	9	120912689387776512	0.322314049586777	0.303280310974634
IQGAP2	3.71353834375399	0.000638	57.2	8943.182359	0.00044	0.1	2060.404762	2.30243460525513e-05	2060.35476190476	615.2646484375	0	291	0	2518	1952.42566058482	117395	4	0.00275236252262379	10	5781614700149928	0.64	0.273329100809841
IQGAP3	4.04848794181447	0.000128	116	0	8.5e-05	0	1881.324242	1.07701165752537e-05	1881.27424242424	491.50048828125	0	117	0	1491	1790.89271306102	49288	1	0.00052885742013968	11	213689106668475	0	0.249572067182823
IRAK1	3.73101952277657	0.001531	23	20556.176646	0.000502	0.030303	2050.74881	2.76593326605752e-05	2050.69880952381	607.33203125	0	288	0	2421	1943.27783857729	116872	7	0.00314083812281215	10	7527510223848734	0.416666666666667	0.272048130740732
IRAK2	4.34464718642338	0.000128	61	0	0.000101	0	1739.580592	1.06783753733496e-05	1739.58059163059	395.69775390625	0	62	0	711	1668.81388587036	21234	1	0.000634538250385613	11	307283896264466	0	0.230774819797103
IRAK3	5.35332397601123	0.000128	6	0	0	0	1388.856061	9.21220999592225e-06	1388.85606060606	189.921630859375	0	7	0	28	1354.37488678076	687	1	1.21562654046936e-06	12	1128400859.68934	0	0.184247288485832
IRAK4	4.75500829399005	0.00051	4.75	8169.965964	5.2e-05	0	1578.829401	1.74691226002524e-05	1578.8294011544	295.01318359375	0	23	0	240	1524.79388165839	3753	3	0.000326483571053868	11	81338665583620.9	0.625	0.209449376645593
IREB2	4.67525838968993	0.000128	15	0	2.4e-05	0	1606.333802	1.03198369612138e-05	1606.30046897547	311.728515625	0	16	0	277	1550.80360262009	8048	1	0.000147863736295987	11	16683516634773.6	0	0.213093721010284
IRF1	4.21819573816511	0.000383	21	694.297127	1e-04	0	1791.726984	1.87484718965603e-05	1791.72698412698	428.787109375	1	66	0	891	1718.84094621574	24083	3	0.000624503762998762	10	297594663119544	0.444444444444444	0.237692621932465
IRF2	3.66339160393008	0.001149	43.555556	13217.73683	0.000656	0.083333	2093.34881	2.59321500366685e-05	2093.34880952381	638.5185546875	1	401	0	2716	1979.15165447579	181692	7	0.00410481167613418	10	12859119879920820	0	0.277706130210085
IRF2BP1	4.62511164986602	0.000128	9	0	1.3e-05	0	1621.481385	9.95554982440027e-06	1621.48138528139	320.00927734375	0	10	0	317	1567.61784423539	6456	1	7.93137085811985e-05	11	4801279157164.77	0	0.215107639331578
IRF3	3.65343881587342	0.001021	50.875	16858.726592	0.000703	0.107143	2107.336905	2.50110439048036e-05	2107.3369047619	649.7685546875	0	415	0	2826	1984.54330818664	178204	5	0.00439112915013574	10	14719759843218718	0	0.279561807477011
IRF4	4.40066351920378	0.00051	8.25	432.01296	1.2e-05	0.166667	1714.094481	1.999924067385e-05	1714.09448051948	378.52001953125	0	37	0	611	1647.57144514034	12446	3	7.79069885928861e-05	11	4635391046258.91	0	0.227393802138428
IRF5	4.01965037641955	0.000128	148	0	0.000253	0	1894.503968	1.07762887386291e-05	1894.50396825397	499.8916015625	0	149	0	1470	1803.74084185131	54727	1	0.00157567067438504	10	1896621339144827	0	0.251327138266629
IRF6	5.81395942324869	0.000128	4	0	0	0	1277.850372	8.17647422707309e-06	1277.85037185037	140.403198242188	2.25454545454545	5	0	39	1247.06882626635	267	1	1.64062250849816e-07	13	20541758.7946341	0	0.169521142458261
IRF7	3.73956871251755	0.000893	40	13765.705562	0.000241	0.095238	2048.22619	2.47581273273913e-05	2048.22619047619	606.9208984375	1	287	0	2466	1938.83522707885	125455	5	0.00150513660593531	10	1730075076842765	0.244897959183674	0.271720110171931
IRF8	4.29462804644634	0.000638	8.6	537.094136	3e-05	0	1761.080195	2.20856120155453e-05	1761.08019480519	409.27783203125	0	48	1	823	1688.25040853314	20676	4	0.000190363501861988	11	27666281092180.3	0	0.233626982595536
IRF9	4.38535153757816	0.000383	11.333333	33.30916	2.9e-05	0.666667	1717.588131	1.80264595573516e-05	1717.58813131313	380.13330078125	2.5	37	0	596	1653.32413873371	13848	3	0.00018109030843777	11	25024874983628.4	0	0.227857273986882
IRS1	3.4751818297818	0.003956	28	61746.346549	0.000448	0.116129	2226.268651	3.06573365470598e-05	2226.26865079365	731.9619140625	1	900	0.0601704885632204	3424	2086.33904901781	403917	11	0.00280279740201031	10	5994907105972485	0.514047866805411	0.295339433642007
IRS2	3.5434477478627	0.002552	40.7	15691.523728	0.000556	0.263158	2176.243651	2.9721897695495e-05	2176.24365079365	696.7080078125	1	836	0.0658755108131251	3104	2046.14490457328	372134	11	0.00348361949005037	10	9261053098454312	0.255	0.288703057945536
IRS4	3.91744289906852	0.000638	35	2063.20437	0.000125	0.1	1943.915079	2.27656667042279e-05	1943.91507936508	532.7705078125	1	180	0	1751	1850.801081398	72803	5	0.000783206627797059	10	468176933718302	0.48	0.25788207473666
ISG15	3.68444557866531	0.002042	25.5625	38987.333521	0.002982	0.05	2083.760317	2.79450334341634e-05	2083.76031746032	630.6142578125	1.85714285714286	426	0	2553	1967.84221645022	188880	9	0.0186873354354885	10	266467619580857920	0.78125	0.276434109506519
ISG20L2	4.14673982391221	0.000128	83	0	6.6e-05	0	1825.469481	1.07299433092851e-05	1825.46948051948	451.73388671875	2	84	0	1069	1748.45972059819	36439	1	0.00041062446875247	11	128671691593413	0	0.24216894143266
ISOC2	4.97205563353324	0.000128	8	0	2e-06	0	1500.678644	9.53350605081973e-06	1500.67864357864	248.8984375	0	9	0	89	1458.23138120413	1901	1	1.00456107884922e-05	11	77064072794.4664	0	0.199081804666858
ISYNA1	4.01965037641955	0.000128	148	0	0.000253	0	1894.503968	1.07762887386281e-05	1894.50396825397	499.8916015625	1	149	0	1470	1803.74084185131	54727	1	0.00157567067438504	10	1896621339144827	0	0.251327138266629
ITCH	3.55978052826337	0.002552	45.15	28394.846779	0.004649	0.105263	2169.94246	2.96317196305505e-05	2169.94246031746	693.0556640625	2.14285714285714	923	0.109700520920429	3142	2036.75690013621	392837	11	0.0291251053728466	10	647276287820215552	0.49	0.287867134560527
ITGA1	4.66938879673344	0.000383	5.666667	527.137812	6e-06	0	1606.628608	1.67719299228557e-05	1606.62860750361	310.97607421875	0	20	0	261	1552.7530196207	5116	2	3.5171561966396e-05	11	944012709212.466	0.444444444444444	0.213137252255726
ITGA10	4.45208625749649	0.000128	44	0	1.8e-05	0	1691.056385	1.06424893723859e-05	1691.05638528139	363.61181640625	0	45	0	510	1628.54157232524	13259	1	0.000113595134111288	11	9846401051282.46	0	0.224337541162297
ITGA11	4.45208625749649	0.000128	44	0	1.8e-05	0	1691.056385	1.06424893723862e-05	1691.05638528139	363.61181640625	1	45	0	510	1628.54157232524	13259	1	0.000113595134111288	11	9846401051282.45	0	0.224337541162297
ITGA2	4.18629577644507	0.001021	20.25	7397.904579	4e-05	0.142857	1817.348052	2.5517753695649e-05	1817.34805194805	446.69482421875	1	170	0.0987551639829222	985	1731.93867349427	35871	5	0.000250228024786405	11	47779037731868.6	0.40625	0.241091543107984
ITGA2B	4.20186295776445	0.000893	15.428571	7005.230107	6.1e-05	0.047619	1806.421861	2.45608764755764e-05	1806.42186147186	439.11474609375	0	115	0	966	1725.52213786821	22288	5	0.000381515971076434	11	111139166228647	0.816326530612245	0.239642061750039
ITGA3	4.10578027306367	0.000893	14.285714	6108.516501	3.5e-05	0.095238	1843.165476	2.43557001300447e-05	1843.16547619048	462.0107421875	0	107	0	1077	1765.90247692451	30723	5	0.000218200253223765	10	36333152228672	0.448979591836735	0.244516513158713
ITGA5	4.1526094168687	0.001531	11.416667	10441.002816	4.3e-05	0.045455	1827.087302	2.69719416578576e-05	1827.0873015873	451.2978515625	1	149	0.0987551639829222	963	1745.98832350049	36721	5	0.000267157091526579	10	54472211467415.9	0.416666666666667	0.242383563489948
ITGA6	3.73318872017354	0.000766	48.333333	17254.395025	0.001046	0	2048.453968	2.37566382097086e-05	2048.45396825397	606.1357421875	0	296	1	2337	1942.14868236661	139876	5	0.00655491718744048	10	32785941436625328	0.666666666666667	0.271750327441471
ITGA7	4.29322444813066	0.000383	16	0	1.6e-05	1	1751.318254	1.8620928015964e-05	1751.31825396825	400.455078125	1	51	0	634	1688.80235392023	16506	3	9.78257076050952e-05	10	7303985675685.24	0.444444444444444	0.232331951972436
ITGA8	4.3316320020416	0.00051	18.75	8238.83544	2.2e-05	0	1746.462338	1.83957409471597e-05	1746.46233766234	399.85107421875	0	79	0	729	1673.82814387133	21160	3	0.000139512033820129	11	14852111337854	0.625	0.231687760369105
ITGA9	4.04414954702054	0.000383	33.666667	3522.502301	9.3e-05	0.333333	1873.540079	1.92879578677096e-05	1873.54007936508	483.720703125	0	104	0	1331	1792.8139079952	36813	3	0.000582657801447844	10	259054045629382	0.666666666666667	0.248546043959269
ITGAD	4.61337246395304	0.000255	15	1944.078313	4e-06	0	1630.276227	1.40330417387089e-05	1630.27622655123	326.28857421875	1	32	0	367	1571.60680403817	7457	2	2.55715540318532e-05	11	499035133159.903	0.5	0.216274373381702
ITGAE	4.41304070435115	0.000383	11	267.149038	1.7e-05	0.333333	1704.188528	1.80008643319652e-05	1704.18852813853	370.96728515625	0	36	0	492	1642.95052768541	11896	3	0.000105560588752682	11	8514275069244.48	0.444444444444444	0.226079666773484
ITGAL	4.19356896771724	0.000766	13.5	8792.583633	3.8e-05	0	1805.550433	2.2285079786969e-05	1805.55043290043	437.89013671875	0	87	1	965	1728.93485470866	29372	4	0.000239870966413864	11	43906823247423.2	0.611111111111111	0.239526457004559
ITGAM	4.27472247033304	0.001149	9.555556	20487.871798	2.3e-05	0.083333	1771.486147	2.55000481199656e-05	1771.48614718615	415.31982421875	6.02272332414747	95	0.0987551639829222	789	1696.1118772574	24690	4	0.000142685598618657	11	15535986113526.5	0.814814814814815	0.23500744855215
ITGAV	3.84726298328442	0.00319	12.68	48516.167896	0.000102	0.043333	1994.646861	2.98001840584988e-05	1994.64686147186	566.61279296875	0	342	0.0427592417900447	1956	1884.5625020729	91426	7	0.000640201855195423	11	312763019557517	0.528	0.264612212983778
ITGAX	4.3329080005104	0.000766	10.666667	18836.022979	1.8e-05	0.066667	1744.034957	2.23550413776013e-05	1743.98495670996	397.45654296875	9.01103711061787	70	0	677	1673.33521806991	14767	4	0.000114656421750965	11	10031860166399.4	0.666666666666667	0.231359108080383
ITGB1	3.49036621156055	0.005615	17.295455	199215.757643	0.000938	0.047569	2219.753175	3.11733691002762e-05	2219.75317460317	725.7236328125	1	806	0.0873379462186198	3370	2077.26270380932	278817	9	0.00587901689624236	10	26373309550593428	0.739669421487603	0.294475082860569
ITGB1BP1	5.0566543320148	0.000128	10	0	1e-06	0	1473.619913	9.89355281857947e-06	1473.61991341991	233.857421875	0	11	0	115	1433.83491887254	1463	1	3.50585434734864e-06	11	9380493162.51835	0	0.195492161504387
ITGB1BP2	4.51882097741483	0.000128	27	0	2.3e-05	0	1664.199242	1.0539145557318e-05	1664.19924242424	346.82470703125	0	28	0	428	1604.49099226295	10299	1	0.000145453173011475	11	16145137312865.6	0	0.220774640809799
ITGB2	3.65701161158607	0.003446	17.259259	105774.262628	0.000209	0.02849	2108.117063	3.00059010996227e-05	2108.11706349206	647.2958984375	17.1017689327356	494	0.0547010257795201	2694	1982.60446615492	181343	8	0.0013076038488695	10	1304808304217733	0.699588477366255	0.279665304257347
ITGB3	4.32040321551614	0.000383	12.666667	281.367867	2.7e-05	0.333333	1743.681349	1.84256237525975e-05	1743.63134920635	396.53515625	0	41	0	680	1678.17844590803	16092	3	0.000166573977499487	10	21173050756574.3	0.444444444444444	0.231312198090517
ITGB3BP	3.94372846752584	0.001149	28.777778	6377.999466	0.003024	0.055556	1938.87619	2.65167219750976e-05	1938.87619047619	529.5859375	2.71428571428571	268	0	1645	1838.46520205779	110732	7	0.0189460366103437	10	273896530106336416	0.740740740740741	0.257213609773954
ITGB4	3.83947939262473	0.00051	63	2774.287462	8.5e-05	0.166667	1987.635317	2.14031346372928e-05	1987.63531746032	563.1337890625	0	256	0	1909	1888.38298438019	94663	4	0.000534138375042084	10	217798147112055	0.75	0.263682053258183
ITGB5	3.72897792522649	0.002297	16.555556	22454.570555	0.000256	0.065359	2052.631746	2.91267512665523e-05	2052.63174603175	607.7548828125	0	317	0.101970606068083	2406	1944.34177388448	114731	7	0.00160361950368604	10	1962311534522064	0.728395061728395	0.272304556385192
ITGB6	4.00535919356897	0.000638	23	1455.227181	9.9e-05	0.1	1893.49127	2.27250335183259e-05	1893.49126984127	497.154296875	1	120	0	1436	1810.17661675693	40707	5	0.000622544324185524	10	295731570041216	0.32	0.251192792496836
ITGB7	3.86372336353196	0.001149	20.777778	8675.339916	0.000162	0.055556	1973.685317	2.59643295488076e-05	1973.63531746032	553.1337890625	0	197	0	1944	1876.53381770145	72965	6	0.00101541807452579	10	786807321145490	0.666666666666667	0.261824796691453
ITGB8	4.58708689549573	0.000383	18	210.096558	5e-06	0.333333	1639.855988	1.82962327647416e-05	1639.80598845599	331.55810546875	1	57	0	343	1580.61264569251	10753	3	3.10069772394204e-05	11	733752122918.207	0.444444444444444	0.217538602872915
ITIH1	4.60546127344647	0.000128	50	0	4e-06	0	1632.115115	1.05715100397197e-05	1632.11511544012	327.00634765625	2.53728070175439	51	0	331	1574.30648602222	7545	1	2.5245405563507e-05	11	486469092840.491	0	0.21651832255773
ITIH2	4.70971034834758	0.000128	15	0	2.2e-05	0	1594.065945	1.01827505726962e-05	1594.03261183261	304.3857421875	1	16	0	268	1539.45933351395	4070	1	0.000140292170964295	11	15018350766870.9	0	0.211466252564695
ITIH3	0.000127599846880184	0.000128	1	0	0	0	1	1.25595213047773e-06	1	1.5	0	2	0	1	1	1	1	1.05980442412014e-16	1	1.54308063481524	0	1
ITK	3.69797116243461	0.002425	36.736842	3827.038695	0.000455	0.292398	2082.436508	2.95570834945505e-05	2082.43650793651	629.9736328125	17.6498400338507	718	0.0801115097722985	2528	1960.64469825058	341609	11	0.00284759899411348	10	6187739723056499	0.277008310249307	0.276258491368577
ITLN1	6.32474161031007	0.000128	3	0	0	0	1169.173893	6.03526972307472e-06	1169.17389277389	96.7425537109375	0	4	0	11	1146.35632578127	65	1	2.23376195439787e-08	13	380848.395681562	0	0.155103992142989
ITM2B	4.35676917187699	0.000128	46	0	2.7e-05	0	1728.683369	1.06221529033111e-05	1728.68336940837	387.21826171875	0	47	0	620	1664.17068884724	11668	1	0.000167520882283705	11	21414159759349.3	0	0.22932918140201
ITM2C	4.77453107056272	0.000255	8	254.222831	5e-06	0	1565.370274	1.47151057772299e-05	1565.37027417027	285.32275390625	0	18	0	148	1518.5590892084	3276	2	2.86316421365461e-05	11	625550007765.704	0.5	0.207663872933187
ITPK1	5.22546892943728	0.000128	6	0	5e-06	0	1429.946898	9.36936333013827e-06	1429.9468975469	212.930908203125	0	7	0	71	1387.5132838445	1567	1	3.37741596338281e-05	12	870468882920.925	0	0.189698447538745
ITPKA	3.97664922802093	0.000255	61.5	414.4426	0.000121	0	1907.830952	1.61456745032861e-05	1907.83095238095	507.419921875	0	125	0	1513	1823.24543558479	48335	2	0.000756809712953758	9	437344814790469	0	0.253095111751238
ITPKB	3.92292969248437	0.000383	51	1251.25426	0.000129	0	1936.133333	1.93860321152364e-05	1936.13333333333	526.810546875	0	156	0	1665	1848.21246422066	55918	3	0.000803574439298866	9	493036805969625	0	0.256849739099656
ITPR1	3.66415720301136	0.002297	24.944444	93252.76881	0.000238	0.058824	2099.213889	2.79037834522743e-05	2099.21388888889	641.3759765625	2.71428571428571	467	0	2596	1978.73812508706	180509	6	0.00148681815377687	10	1686943932000136	0.771604938271605	0.278484198579028
ITPR2	5.11879545744545	0.000383	4.666667	106.737035	0	0.333333	1458.349278	1.6077834248588e-05	1458.34927849928	226.557861328125	0	17	0	110	1416.42845747333	1962	2	2.82694772417641e-06	12	6099425083.56181	0	0.193466341005498
ITPR3	4.61286206456552	0.00051	5.75	13929.068968	5e-06	0	1629.582179	1.4853896799455e-05	1629.58217893218	325.36376953125	0	27	0	380	1571.78069762939	5548	2	2.88113743839444e-05	11	633477088343.28	0.375	0.216182300203267
ITPRIP	4.6258772489473	0.000128	18	0	5e-06	0	1622.98575	1.02331364692158e-05	1622.98575036075	321.43798828125	1	19	0	376	1567.35839792569	5278	1	2.87284950117623e-05	11	629837564501.987	0	0.215307210183179
ITPRIPL1	4.44647186423376	0.000128	54	0	1.1e-05	0	1693.129401	1.06032697223545e-05	1693.0794011544	364.67919921875	0	55	0	503	1630.59787069188	10355	1	6.83686822426927e-05	11	3571775332212.18	0	0.224605916841923
ITSN1	3.45859384968738	0.003318	33.884615	87266.070777	0.006465	0.138462	2237.434127	3.02765552988409e-05	2237.38412698413	741.0830078125	0	907	0.0630299275878434	3550	2096.34547131526	408121	11	0.0404085301754996	10	1246334790382592768	0.644970414201183	0.296814025866798
ITSN2	3.47594742886309	0.003573	32.964286	48388.136819	0.004259	0.232804	2224.369841	3.04900083582372e-05	2224.36984126984	731.37890625	2	951	0.0744899144219967	3509	2085.87951984142	443421	11	0.026681740950015	9	543223946735192448	0.512755102040816	0.295087535323645
IVL	5.19037897154523	0.000383	3.333333	7537	1e-06	0.333333	1436.274278	1.06578002542158e-05	1436.27427849928	214.529296875	0	13	0	76	1396.8936745581	1106	2	9.04635557190752e-06	11	62471029301.039	0.666666666666667	0.190537845383319
IVNS1ABP	4.07681510782187	0.00051	29.75	8087.854201	9.2e-05	0.166667	1861.190079	1.86833415424882e-05	1861.19007936508	475.697265625	0	123	0	1244	1778.4489514867	36984	3	0.000574639721404918	10	252039155082461	0.625	0.246907678345048
IWS1	4.56462932244481	0.000128	23	0	9.1e-05	0	1653.477778	1.04951584287681e-05	1653.47777777778	342.392578125	0	24	0	527	1588.38912028625	12347	1	0.000566121088957698	10	244749703250240	0	0.219352318622685
JAG1	4.18527497767003	0.000893	13.428571	2160.265157	8.9e-05	0.380952	1809.879004	2.36137287483537e-05	1809.879004329	440.86767578125	0	101	0.0501750035468149	998	1732.36109756098	26359	5	0.000559555238573739	11	238916838312548	0.244897959183674	0.240100690412434
JAG2	4.08970269235677	0.000766	19	2567.44565	9.2e-05	0.266667	1851.426623	2.34129559467411e-05	1851.42662337662	468.03857421875	0	120	0	1153	1772.84465383295	30033	5	0.000577937721837977	11	254877348787420	0.277777777777778	0.245612446720154
JAK1	3.43753987495215	0.004594	27.611111	72866.493519	0.001652	0.077778	2254.701984	3.0931815874524e-05	2254.70198412698	752.2119140625	2.28571428571429	1035	0.0612866764395514	3584	2109.18500371195	498443	11	0.0103908670252272	10	82387320408699072	0.487947406866326	0.299111433288244
JAK2	3.40768151078219	0.005487	25.162791	94102.498064	0.000942	0.094131	2274.767063	3.12521104964648e-05	2274.76706349206	766.021484375	2.07692307692308	1126	0.067425195913002	3778	2127.66584288175	534110	11	0.00589978533645453	9	26561636968746744	0.353704705246079	0.301773290460582
JAK3	3.54740334311599	0.003573	32.571429	14609.29777	0.000515	0.232804	2177.011508	3.05656286002669e-05	2177.01150793651	696.5009765625	6.36129564879565	941	0.0736959175271623	3100	2043.86331426927	437087	11	0.0032269438750275	10	7946625032113890	0.191326530612245	0.288804922782742
